month,year,country_na,mean
1.0,1981.0,Zambia,201.53879902735883
2.0,1981.0,Zambia,243.9503693313551
3.0,1981.0,Zambia,161.7035063031069
4.0,1981.0,Zambia,32.612306016303435
5.0,1981.0,Zambia,3.985070576882865
6.0,1981.0,Zambia,0.5927913267594924
7.0,1981.0,Zambia,0.12135996341189433
8.0,1981.0,Zambia,0.3893610006843279
9.0,1981.0,Zambia,2.3533382575887765
10.0,1981.0,Zambia,19.79921762870933
11.0,1981.0,Zambia,74.02446650258588
12.0,1981.0,Zambia,96.91639403123887
1.0,1982.0,Zambia,240.06783950601496
2.0,1982.0,Zambia,216.1269810519019
3.0,1982.0,Zambia,94.55347433823525
4.0,1982.0,Zambia,61.672944989619346
5.0,1982.0,Zambia,8.317550551072761
6.0,1982.0,Zambia,0.582226072369454
7.0,1982.0,Zambia,0.1370667614420349
8.0,1982.0,Zambia,0.391775081914913
9.0,1982.0,Zambia,2.511415256203652
10.0,1982.0,Zambia,46.462995717982785
11.0,1982.0,Zambia,173.24226768721624
12.0,1982.0,Zambia,187.67859116947452
1.0,1983.0,Zambia,219.88042618575767
2.0,1983.0,Zambia,147.65566851153758
3.0,1983.0,Zambia,116.0782071423273
4.0,1983.0,Zambia,57.320803535360916
5.0,1983.0,Zambia,5.510193591923865
6.0,1983.0,Zambia,0.5974477327360423
7.0,1983.0,Zambia,0.13951977745686223
8.0,1983.0,Zambia,0.39380664422362005
9.0,1983.0,Zambia,2.0634409538027634
10.0,1983.0,Zambia,36.07529887720633
11.0,1983.0,Zambia,82.1234077623046
12.0,1983.0,Zambia,218.62266798212497
1.0,1984.0,Zambia,183.90214972544305
2.0,1984.0,Zambia,203.97632271565402
3.0,1984.0,Zambia,142.07365457383034
4.0,1984.0,Zambia,25.35503728908802
5.0,1984.0,Zambia,3.4495500697199177
6.0,1984.0,Zambia,0.7029718517533892
7.0,1984.0,Zambia,0.14098857213211113
8.0,1984.0,Zambia,0.38839519794507776
9.0,1984.0,Zambia,2.304743032499816
10.0,1984.0,Zambia,24.09449683469246
11.0,1984.0,Zambia,123.9230987468709
12.0,1984.0,Zambia,256.49631568629695
1.0,1985.0,Zambia,227.51105798283854
2.0,1985.0,Zambia,194.53651536849898
3.0,1985.0,Zambia,159.6896004261348
4.0,1985.0,Zambia,50.04879468175874
5.0,1985.0,Zambia,5.069475051838295
6.0,1985.0,Zambia,0.575397507310412
7.0,1985.0,Zambia,0.139922027551466
8.0,1985.0,Zambia,0.3873690190284238
9.0,1985.0,Zambia,2.797478451063811
10.0,1985.0,Zambia,26.705525013919384
11.0,1985.0,Zambia,98.72816606918887
12.0,1985.0,Zambia,229.83480030685598
1.0,1986.0,Zambia,248.61384811523655
2.0,1986.0,Zambia,190.30308423072267
3.0,1986.0,Zambia,176.16622034927602
4.0,1986.0,Zambia,62.57812841819931
5.0,1986.0,Zambia,3.69291330209466
6.0,1986.0,Zambia,0.5634379110409793
7.0,1986.0,Zambia,0.13874853983255833
8.0,1986.0,Zambia,0.46094529208895
9.0,1986.0,Zambia,4.2669555537322665
10.0,1986.0,Zambia,75.39793214631538
11.0,1986.0,Zambia,113.67764715339284
12.0,1986.0,Zambia,203.84019616045623
1.0,1987.0,Zambia,199.07970854464446
2.0,1987.0,Zambia,171.56562370663983
3.0,1987.0,Zambia,120.11065043089489
4.0,1987.0,Zambia,27.58915195533333
5.0,1987.0,Zambia,3.7057712065904456
6.0,1987.0,Zambia,0.5733907137667063
7.0,1987.0,Zambia,0.13890200878699901
8.0,1987.0,Zambia,0.39720052488603347
9.0,1987.0,Zambia,4.57595819944528
10.0,1987.0,Zambia,24.571235124373274
11.0,1987.0,Zambia,69.4560770853751
12.0,1987.0,Zambia,194.71115028693762
1.0,1988.0,Zambia,221.35538635569503
2.0,1988.0,Zambia,215.30034308136678
3.0,1988.0,Zambia,188.820223995408
4.0,1988.0,Zambia,37.04661116217595
5.0,1988.0,Zambia,3.387456744137008
6.0,1988.0,Zambia,0.5869901159344463
7.0,1988.0,Zambia,0.135872740109134
8.0,1988.0,Zambia,0.4689710861443582
9.0,1988.0,Zambia,2.6429436131600577
10.0,1988.0,Zambia,38.646729383447365
11.0,1988.0,Zambia,78.89990725191214
12.0,1988.0,Zambia,182.21094305041163
1.0,1989.0,Zambia,272.52640175632774
2.0,1989.0,Zambia,259.3488389787415
3.0,1989.0,Zambia,176.5765462622804
4.0,1989.0,Zambia,55.27172668394657
5.0,1989.0,Zambia,3.816195933057106
6.0,1989.0,Zambia,0.5667128255638395
7.0,1989.0,Zambia,0.13883967329062524
8.0,1989.0,Zambia,0.390181642645373
9.0,1989.0,Zambia,2.1712140292994486
10.0,1989.0,Zambia,25.34007537386776
11.0,1989.0,Zambia,88.49218051126408
12.0,1989.0,Zambia,220.6041667031939
1.0,1990.0,Zambia,257.72318164165324
2.0,1990.0,Zambia,214.52103705276426
3.0,1990.0,Zambia,106.37042988696462
4.0,1990.0,Zambia,71.03815596062098
5.0,1990.0,Zambia,8.651546430224307
6.0,1990.0,Zambia,0.569943776858362
7.0,1990.0,Zambia,0.13911092146665505
8.0,1990.0,Zambia,0.39450864933857366
9.0,1990.0,Zambia,3.1224913254505027
10.0,1990.0,Zambia,28.218109180433284
11.0,1990.0,Zambia,60.31078868274295
12.0,1990.0,Zambia,183.28129468493063
1.0,1991.0,Zambia,270.34987647479016
2.0,1991.0,Zambia,177.0958019956605
3.0,1991.0,Zambia,152.94465617164462
4.0,1991.0,Zambia,35.823650480215946
5.0,1991.0,Zambia,4.796022723189139
6.0,1991.0,Zambia,0.5689691359225244
7.0,1991.0,Zambia,0.1389905276462638
8.0,1991.0,Zambia,0.4119060316993182
