month,year,country_na,mean
1.0,1981.0,Madagascar,177.16270516446062
2.0,1981.0,Madagascar,301.1188159851466
3.0,1981.0,Madagascar,260.1451055130443
4.0,1981.0,Madagascar,81.1964908060113
5.0,1981.0,Madagascar,61.69911303772507
6.0,1981.0,Madagascar,26.356366667963282
7.0,1981.0,Madagascar,19.039477224588946
8.0,1981.0,Madagascar,21.012243698596855
9.0,1981.0,Madagascar,27.74909920820264
10.0,1981.0,Madagascar,83.32458101654188
11.0,1981.0,Madagascar,90.33850545753631
12.0,1981.0,Madagascar,190.31803176698773
1.0,1982.0,Madagascar,497.56710918424926
2.0,1982.0,Madagascar,354.1918081377665
3.0,1982.0,Madagascar,350.57298108904996
4.0,1982.0,Madagascar,98.05671044162246
5.0,1982.0,Madagascar,36.253087833113916
6.0,1982.0,Madagascar,33.33529894013722
7.0,1982.0,Madagascar,26.445096629269774
8.0,1982.0,Madagascar,25.24260990420724
9.0,1982.0,Madagascar,21.406778168395483
10.0,1982.0,Madagascar,53.11146310844982
11.0,1982.0,Madagascar,84.83684677580841
12.0,1982.0,Madagascar,240.469611552646
1.0,1983.0,Madagascar,234.92049861283093
2.0,1983.0,Madagascar,252.1470246427339
3.0,1983.0,Madagascar,178.97678061172064
4.0,1983.0,Madagascar,66.05487969629529
5.0,1983.0,Madagascar,39.209162015022976
6.0,1983.0,Madagascar,31.342136980279296
7.0,1983.0,Madagascar,22.48323825446262
8.0,1983.0,Madagascar,23.28656488706549
9.0,1983.0,Madagascar,20.610342797911105
10.0,1983.0,Madagascar,42.04880420155536
11.0,1983.0,Madagascar,91.08540006233257
12.0,1983.0,Madagascar,333.3819583222961
1.0,1984.0,Madagascar,387.00491733894665
2.0,1984.0,Madagascar,361.4974398030588
3.0,1984.0,Madagascar,242.9891162331032
4.0,1984.0,Madagascar,156.003576368412
5.0,1984.0,Madagascar,34.26103328139756
6.0,1984.0,Madagascar,34.02870466438639
7.0,1984.0,Madagascar,23.534118528458947
8.0,1984.0,Madagascar,27.54200447898963
9.0,1984.0,Madagascar,21.412420566428352
10.0,1984.0,Madagascar,61.974554004478485
11.0,1984.0,Madagascar,128.2534604076421
12.0,1984.0,Madagascar,201.18928261884002
1.0,1985.0,Madagascar,285.27157107949256
2.0,1985.0,Madagascar,336.87157972932107
3.0,1985.0,Madagascar,313.58419198214085
4.0,1985.0,Madagascar,77.94980664973978
5.0,1985.0,Madagascar,37.11913990400366
6.0,1985.0,Madagascar,35.37882923789881
7.0,1985.0,Madagascar,23.948847998003185
8.0,1985.0,Madagascar,25.713882429265645
9.0,1985.0,Madagascar,24.186010166391462
10.0,1985.0,Madagascar,48.8217444329234
11.0,1985.0,Madagascar,112.06202836478475
12.0,1985.0,Madagascar,264.7248890989181
1.0,1986.0,Madagascar,267.9629692202844
2.0,1986.0,Madagascar,294.5226760917293
3.0,1986.0,Madagascar,214.93214893963653
4.0,1986.0,Madagascar,54.05131884180655
5.0,1986.0,Madagascar,39.59592389868987
6.0,1986.0,Madagascar,32.115829332624486
7.0,1986.0,Madagascar,25.263092419604874
8.0,1986.0,Madagascar,22.716314966002933
9.0,1986.0,Madagascar,18.756302897447128
10.0,1986.0,Madagascar,122.43656465768936
11.0,1986.0,Madagascar,102.12288149981356
12.0,1986.0,Madagascar,280.20161709147015
1.0,1987.0,Madagascar,368.7361501910421
2.0,1987.0,Madagascar,222.3185978794017
3.0,1987.0,Madagascar,224.87569753004317
4.0,1987.0,Madagascar,97.44014245072327
5.0,1987.0,Madagascar,36.6412568760677
6.0,1987.0,Madagascar,23.488847704476555
7.0,1987.0,Madagascar,30.57338265865707
8.0,1987.0,Madagascar,23.60837020669292
9.0,1987.0,Madagascar,19.641156261040933
10.0,1987.0,Madagascar,39.71286080642566
11.0,1987.0,Madagascar,91.03655961475633
12.0,1987.0,Madagascar,129.41655931643655
1.0,1988.0,Madagascar,360.28752857051427
2.0,1988.0,Madagascar,267.6496807105484
3.0,1988.0,Madagascar,175.4209605289588
4.0,1988.0,Madagascar,72.3483786732383
5.0,1988.0,Madagascar,37.272822795050836
6.0,1988.0,Madagascar,26.261751843411346
7.0,1988.0,Madagascar,27.337694421913163
