month,year,country_na,mean
1.0,1981.0,Tanzania,122.87200799209423
2.0,1981.0,Tanzania,122.04377425324542
3.0,1981.0,Tanzania,175.77604841918912
4.0,1981.0,Tanzania,148.3944319337506
5.0,1981.0,Tanzania,77.70036572050375
6.0,1981.0,Tanzania,8.446848882611722
7.0,1981.0,Tanzania,5.427016532214882
8.0,1981.0,Tanzania,9.693293377882881
9.0,1981.0,Tanzania,13.994858888389178
10.0,1981.0,Tanzania,35.73543042674457
11.0,1981.0,Tanzania,42.75746143129518
12.0,1981.0,Tanzania,160.0375000194884
1.0,1982.0,Tanzania,115.7317857931936
2.0,1982.0,Tanzania,115.07235762671289
3.0,1982.0,Tanzania,146.58901291417678
4.0,1982.0,Tanzania,162.6817167101311
5.0,1982.0,Tanzania,81.9787836793617
6.0,1982.0,Tanzania,12.164519231083839
7.0,1982.0,Tanzania,9.157033420503936
8.0,1982.0,Tanzania,7.99360173378897
9.0,1982.0,Tanzania,13.932412929292246
10.0,1982.0,Tanzania,70.201248138412
11.0,1982.0,Tanzania,185.0816701903168
12.0,1982.0,Tanzania,206.48678865693157
1.0,1983.0,Tanzania,128.55309166579576
2.0,1983.0,Tanzania,100.63415752002157
3.0,1983.0,Tanzania,162.03504146774338
4.0,1983.0,Tanzania,125.64028080922876
5.0,1983.0,Tanzania,64.32916372725981
6.0,1983.0,Tanzania,9.221203237123076
7.0,1983.0,Tanzania,7.348482503484399
8.0,1983.0,Tanzania,10.980232654649102
9.0,1983.0,Tanzania,11.222482229905077
10.0,1983.0,Tanzania,35.38536806829627
11.0,1983.0,Tanzania,54.31044003948407
12.0,1983.0,Tanzania,166.3478129189398
1.0,1984.0,Tanzania,174.36460446142777
2.0,1984.0,Tanzania,123.65117923975642
3.0,1984.0,Tanzania,119.32593466926592
4.0,1984.0,Tanzania,173.5966006787336
5.0,1984.0,Tanzania,33.70150037684023
6.0,1984.0,Tanzania,11.16883818817092
7.0,1984.0,Tanzania,7.998784530680538
8.0,1984.0,Tanzania,7.44515816422538
9.0,1984.0,Tanzania,9.915870245773077
10.0,1984.0,Tanzania,34.11266370810398
11.0,1984.0,Tanzania,117.81147812092742
12.0,1984.0,Tanzania,183.5435526813199
1.0,1985.0,Tanzania,103.51390549472485
